sha,date,event,feature,line
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,IndexedJob,"-	IndexedJob featuregate.Feature = "IndexedJob""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DaemonSetUpdateSurge,"+	DaemonSetUpdateSurge featuregate.Feature = "DaemonSetUpdateSurge""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,JobTrackingWithFinalizers,"-	JobTrackingWithFinalizers featuregate.Feature = "JobTrackingWithFinalizers""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DefaultPodTopologySpread,"+	DefaultPodTopologySpread featuregate.Feature = "DefaultPodTopologySpread""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,JobReadyPods,"-	JobReadyPods featuregate.Feature = "JobReadyPods""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DelegateFSGroupToCSIDriver,"+	DelegateFSGroupToCSIDriver featuregate.Feature = "DelegateFSGroupToCSIDriver""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,KubeletPodResources,"-	KubeletPodResources featuregate.Feature = "KubeletPodResources""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DevicePlugins,"+	DevicePlugins featuregate.Feature = "DevicePlugins""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigration,"-	CSIMigration featuregate.Feature = "CSIMigration""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DisableAcceleratorUsageMetrics,"+	DisableAcceleratorUsageMetrics featuregate.Feature = "DisableAcceleratorUsageMetrics""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigrationGCE,"-	CSIMigrationGCE featuregate.Feature = "CSIMigrationGCE""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DisableCloudProviders,"+	DisableCloudProviders featuregate.Feature = "DisableCloudProviders""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,InTreePluginGCEUnregister,"-	InTreePluginGCEUnregister featuregate.Feature = "InTreePluginGCEUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DisableKubeletCloudCredentialProviders,"+	DisableKubeletCloudCredentialProviders featuregate.Feature = "DisableKubeletCloudCredentialProviders""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigrationAWS,"-	CSIMigrationAWS featuregate.Feature = "CSIMigrationAWS""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DownwardAPIHugePages,"+	DownwardAPIHugePages featuregate.Feature = "DownwardAPIHugePages""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,InTreePluginAWSUnregister,"-	InTreePluginAWSUnregister featuregate.Feature = "InTreePluginAWSUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,DynamicKubeletConfig,"+	DynamicKubeletConfig featuregate.Feature = "DynamicKubeletConfig""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigrationAzureDisk,"-	CSIMigrationAzureDisk featuregate.Feature = "CSIMigrationAzureDisk""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,EndpointSlice,"+	EndpointSlice featuregate.Feature = "EndpointSlice""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,InTreePluginAzureDiskUnregister,"-	InTreePluginAzureDiskUnregister featuregate.Feature = "InTreePluginAzureDiskUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,EndpointSliceNodeName,"+	EndpointSliceNodeName featuregate.Feature = "EndpointSliceNodeName""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigrationAzureFile,"-	CSIMigrationAzureFile featuregate.Feature = "CSIMigrationAzureFile""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,EndpointSliceProxying,"+	EndpointSliceProxying featuregate.Feature = "EndpointSliceProxying""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,InTreePluginAzureFileUnregister,"-	InTreePluginAzureFileUnregister featuregate.Feature = "InTreePluginAzureFileUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,EndpointSliceTerminatingCondition,"+	EndpointSliceTerminatingCondition featuregate.Feature = "EndpointSliceTerminatingCondition""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigrationvSphere,"-	CSIMigrationvSphere featuregate.Feature = "CSIMigrationvSphere""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,EphemeralContainers,"+	EphemeralContainers featuregate.Feature = "EphemeralContainers""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,InTreePluginvSphereUnregister,"-	InTreePluginvSphereUnregister featuregate.Feature = "InTreePluginvSphereUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ExecProbeTimeout,"+	ExecProbeTimeout featuregate.Feature = "ExecProbeTimeout""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigrationOpenStack,"-	CSIMigrationOpenStack featuregate.Feature = "CSIMigrationOpenStack""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ExpandCSIVolumes,"+	ExpandCSIVolumes featuregate.Feature = "ExpandCSIVolumes""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,InTreePluginOpenStackUnregister,"-	InTreePluginOpenStackUnregister featuregate.Feature = "InTreePluginOpenStackUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ExpandInUsePersistentVolumes,"+	ExpandInUsePersistentVolumes featuregate.Feature = "ExpandInUsePersistentVolumes""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigrationPortworx,"-	CSIMigrationPortworx featuregate.Feature = "CSIMigrationPortworx""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ExpandPersistentVolumes,"+	ExpandPersistentVolumes featuregate.Feature = "ExpandPersistentVolumes""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,InTreePluginPortworxUnregister,"-	InTreePluginPortworxUnregister featuregate.Feature = "InTreePluginPortworxUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ExpandedDNSConfig,"+	ExpandedDNSConfig featuregate.Feature = "ExpandedDNSConfig""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIMigrationRBD,"-	CSIMigrationRBD featuregate.Feature = "CSIMigrationRBD""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ExperimentalHostUserNamespaceDefaulting,"+	ExperimentalHostUserNamespaceDefaultingGate featuregate.Feature = "ExperimentalHostUserNamespaceDefaulting""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,InTreePluginRBDUnregister,"-	InTreePluginRBDUnregister featuregate.Feature = "InTreePluginRBDUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,GRPCContainerProbe,"+	GRPCContainerProbe featuregate.Feature = "GRPCContainerProbe""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIVolumeFSGroupPolicy,"-	CSIVolumeFSGroupPolicy featuregate.Feature = "CSIVolumeFSGroupPolicy""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,GenericEphemeralVolume,"+	GenericEphemeralVolume featuregate.Feature = "GenericEphemeralVolume""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ConfigurableFSGroupPolicy,"-	ConfigurableFSGroupPolicy featuregate.Feature = "ConfigurableFSGroupPolicy""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,GracefulNodeShutdown,"+	GracefulNodeShutdown featuregate.Feature = "GracefulNodeShutdown""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DelegateFSGroupToCSIDriver,"-	DelegateFSGroupToCSIDriver featuregate.Feature = "DelegateFSGroupToCSIDriver""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,GracefulNodeShutdownBasedOnPodPriority,"+	GracefulNodeShutdownBasedOnPodPriority featuregate.Feature = "GracefulNodeShutdownBasedOnPodPriority""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,LocalStorageCapacityIsolationFSQuotaMonitoring,"-	LocalStorageCapacityIsolationFSQuotaMonitoring featuregate.Feature = "LocalStorageCapacityIsolationFSQuotaMonitoring""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,HPAContainerMetrics,"+	HPAContainerMetrics featuregate.Feature = "HPAContainerMetrics""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,NonPreemptingPriority,"-	NonPreemptingPriority featuregate.Feature = "NonPreemptingPriority""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,HPAScaleToZero,"+	HPAScaleToZero featuregate.Feature = "HPAScaleToZero""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,PodOverhead,"-	PodOverhead featuregate.Feature = "PodOverhead""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,HonorPVReclaimPolicy,"+	HonorPVReclaimPolicy featuregate.Feature = "HonorPVReclaimPolicy""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,EndpointSlice,"-	EndpointSlice featuregate.Feature = "EndpointSlice""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,EndpointSliceProxying,"-	EndpointSliceProxying featuregate.Feature = "EndpointSliceProxying""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,IdentifyPodOS,"+	IdentifyPodOS featuregate.Feature = "IdentifyPodOS""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,WindowsEndpointSliceProxying,"-	WindowsEndpointSliceProxying featuregate.Feature = "WindowsEndpointSliceProxying""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,InTreePluginAWSUnregister,"+	InTreePluginAWSUnregister featuregate.Feature = "InTreePluginAWSUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,PodDisruptionBudget,"-	PodDisruptionBudget featuregate.Feature = "PodDisruptionBudget""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,InTreePluginAzureDiskUnregister,"+	InTreePluginAzureDiskUnregister featuregate.Feature = "InTreePluginAzureDiskUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DaemonSetUpdateSurge,"-	DaemonSetUpdateSurge featuregate.Feature = "DaemonSetUpdateSurge""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DownwardAPIHugePages,"-	DownwardAPIHugePages featuregate.Feature = "DownwardAPIHugePages""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,InTreePluginAzureFileUnregister,"+	InTreePluginAzureFileUnregister featuregate.Feature = "InTreePluginAzureFileUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,AnyVolumeDataSource,"-	AnyVolumeDataSource featuregate.Feature = "AnyVolumeDataSource""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,InTreePluginGCEUnregister,"+	InTreePluginGCEUnregister featuregate.Feature = "InTreePluginGCEUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,WinOverlay,"-	WinOverlay featuregate.Feature = "WinOverlay""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,InTreePluginOpenStackUnregister,"+	InTreePluginOpenStackUnregister featuregate.Feature = "InTreePluginOpenStackUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,WinDSR,"-	WinDSR featuregate.Feature = "WinDSR""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,InTreePluginPortworxUnregister,"+	InTreePluginPortworxUnregister featuregate.Feature = "InTreePluginPortworxUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DisableAcceleratorUsageMetrics,"-	DisableAcceleratorUsageMetrics featuregate.Feature = "DisableAcceleratorUsageMetrics""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,InTreePluginRBDUnregister,"+	InTreePluginRBDUnregister featuregate.Feature = "InTreePluginRBDUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,HPAContainerMetrics,"-	HPAContainerMetrics featuregate.Feature = "HPAContainerMetrics""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,InTreePluginvSphereUnregister,"+	InTreePluginvSphereUnregister featuregate.Feature = "InTreePluginvSphereUnregister""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,EndpointSliceTerminatingCondition,"-	EndpointSliceTerminatingCondition featuregate.Feature = "EndpointSliceTerminatingCondition""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,IndexedJob,"+	IndexedJob featuregate.Feature = "IndexedJob""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ProxyTerminatingEndpoints,"-	ProxyTerminatingEndpoints featuregate.Feature = "ProxyTerminatingEndpoints""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,IngressClassNamespacedParams,"+	IngressClassNamespacedParams featuregate.Feature = "IngressClassNamespacedParams""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,EndpointSliceNodeName,"-	EndpointSliceNodeName featuregate.Feature = "EndpointSliceNodeName""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,JobMutableNodeSchedulingDirectives,"+	JobMutableNodeSchedulingDirectives featuregate.Feature = "JobMutableNodeSchedulingDirectives""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,SizeMemoryBackedVolumes,"-	SizeMemoryBackedVolumes featuregate.Feature = "SizeMemoryBackedVolumes""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,JobReadyPods,"+	JobReadyPods featuregate.Feature = "JobReadyPods""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ExecProbeTimeout,"-	ExecProbeTimeout featuregate.Feature = "ExecProbeTimeout""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,JobTrackingWithFinalizers,"+	JobTrackingWithFinalizers featuregate.Feature = "JobTrackingWithFinalizers""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DisableCloudProviders,"-	DisableCloudProviders featuregate.Feature = "DisableCloudProviders""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,KubeletInUserNamespace,"+	KubeletInUserNamespace featuregate.Feature = "KubeletInUserNamespace""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DisableKubeletCloudCredentialProviders,"-	DisableKubeletCloudCredentialProviders featuregate.Feature = "DisableKubeletCloudCredentialProviders""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,KubeletPodResources,"+	KubeletPodResources featuregate.Feature = "KubeletPodResources""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,KubeletPodResourcesGetAllocatable,"+	KubeletPodResourcesGetAllocatable featuregate.Feature = "KubeletPodResourcesGetAllocatable""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIServiceAccountToken,"-	CSIServiceAccountToken featuregate.Feature = "CSIServiceAccountToken""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,LegacyServiceAccountTokenNoAutoGeneration,"+	LegacyServiceAccountTokenNoAutoGeneration featuregate.Feature = "LegacyServiceAccountTokenNoAutoGeneration""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,GracefulNodeShutdown,"-	GracefulNodeShutdown featuregate.Feature = "GracefulNodeShutdown""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,LocalStorageCapacityIsolation,"+	LocalStorageCapacityIsolation featuregate.Feature = "LocalStorageCapacityIsolation""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,GracefulNodeShutdownBasedOnPodPriority,"-	GracefulNodeShutdownBasedOnPodPriority featuregate.Feature = "GracefulNodeShutdownBasedOnPodPriority""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,LocalStorageCapacityIsolationFSQuotaMonitoring,"+	LocalStorageCapacityIsolationFSQuotaMonitoring featuregate.Feature = "LocalStorageCapacityIsolationFSQuotaMonitoring""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ServiceLBNodePortControl,"-	ServiceLBNodePortControl featuregate.Feature = "ServiceLBNodePortControl""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,LogarithmicScaleDown,"+	LogarithmicScaleDown featuregate.Feature = "LogarithmicScaleDown""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,MixedProtocolLBService,"-	MixedProtocolLBService featuregate.Feature = "MixedProtocolLBService""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,MaxUnavailableStatefulSet,"+	MaxUnavailableStatefulSet featuregate.Feature = "MaxUnavailableStatefulSet""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,VolumeCapacityPriority,"-	VolumeCapacityPriority featuregate.Feature = "VolumeCapacityPriority""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,MemoryManager,"+	MemoryManager featuregate.Feature = "MemoryManager""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,StatefulSetAutoDeletePVC,"-	StatefulSetAutoDeletePVC featuregate.Feature = "StatefulSetAutoDeletePVC""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,MemoryQoS,"+	MemoryQoS featuregate.Feature = "MemoryQoS""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,PodDeletionCost,"-	PodDeletionCost featuregate.Feature = "PodDeletionCost""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,MinDomainsInPodTopologySpread,"+	MinDomainsInPodTopologySpread featuregate.Feature = "MinDomainsInPodTopologySpread""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,TopologyAwareHints,"-	TopologyAwareHints featuregate.Feature = "TopologyAwareHints""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,MixedProtocolLBService,"+	MixedProtocolLBService featuregate.Feature = "MixedProtocolLBService""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ProbeTerminationGracePeriod,"-	ProbeTerminationGracePeriod featuregate.Feature = "ProbeTerminationGracePeriod""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,NetworkPolicyEndPort,"+	NetworkPolicyEndPort featuregate.Feature = "NetworkPolicyEndPort""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,NetworkPolicyStatus,"+	NetworkPolicyStatus featuregate.Feature = "NetworkPolicyStatus""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,NodeOutOfServiceVolumeDetach,"+	NodeOutOfServiceVolumeDetach featuregate.Feature = "NodeOutOfServiceVolumeDetach""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,NonPreemptingPriority,"+	NonPreemptingPriority featuregate.Feature = "NonPreemptingPriority""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ServiceLoadBalancerClass,"-	ServiceLoadBalancerClass featuregate.Feature = "ServiceLoadBalancerClass""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,PodAndContainerStatsFromCRI,"+	PodAndContainerStatsFromCRI featuregate.Feature = "PodAndContainerStatsFromCRI""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,LogarithmicScaleDown,"-	LogarithmicScaleDown featuregate.Feature = "LogarithmicScaleDown""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,PodDeletionCost,"+	PodDeletionCost featuregate.Feature = "PodDeletionCost""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,IngressClassNamespacedParams,"-	IngressClassNamespacedParams featuregate.Feature = "IngressClassNamespacedParams""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,PodDisruptionBudget,"+	PodDisruptionBudget featuregate.Feature = "PodDisruptionBudget""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ServiceInternalTrafficPolicy,"-	ServiceInternalTrafficPolicy featuregate.Feature = "ServiceInternalTrafficPolicy""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,PodOverhead,"+	PodOverhead featuregate.Feature = "PodOverhead""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,PodSecurity,"+	PodSecurity featuregate.Feature = "PodSecurity""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,SuspendJob,"-	SuspendJob featuregate.Feature = "SuspendJob""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,PreferNominatedNode,"+	PreferNominatedNode featuregate.Feature = "PreferNominatedNode""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,KubeletPodResourcesGetAllocatable,"-	KubeletPodResourcesGetAllocatable featuregate.Feature = "KubeletPodResourcesGetAllocatable""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ProbeTerminationGracePeriod,"+	ProbeTerminationGracePeriod featuregate.Feature = "ProbeTerminationGracePeriod""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIVolumeHealth,"-	CSIVolumeHealth featuregate.Feature = "CSIVolumeHealth""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ProcMountType,"+	ProcMountType featuregate.Feature = "ProcMountType""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,WindowsHostProcessContainers,"-	WindowsHostProcessContainers featuregate.Feature = "WindowsHostProcessContainers""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ProxyTerminatingEndpoints,"+	ProxyTerminatingEndpoints featuregate.Feature = "ProxyTerminatingEndpoints""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,QOSReserved,"+	QOSReserved featuregate.Feature = "QOSReserved""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,StatefulSetMinReadySeconds,"-	StatefulSetMinReadySeconds featuregate.Feature = "StatefulSetMinReadySeconds""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ReadWriteOncePod,"+	ReadWriteOncePod featuregate.Feature = "ReadWriteOncePod""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,IdentifyPodOS,"-	IdentifyPodOS featuregate.Feature = "IdentifyPodOS""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,RecoverVolumeExpansionFailure,"+	RecoverVolumeExpansionFailure featuregate.Feature = "RecoverVolumeExpansionFailure""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ExpandedDNSConfig,"-	ExpandedDNSConfig featuregate.Feature = "ExpandedDNSConfig""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,RotateKubeletServerCertificate,"+	RotateKubeletServerCertificate featuregate.Feature = "RotateKubeletServerCertificate""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,PodSecurity,"-	PodSecurity featuregate.Feature = "PodSecurity""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ServiceInternalTrafficPolicy,"+	ServiceInternalTrafficPolicy featuregate.Feature = "ServiceInternalTrafficPolicy""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ReadWriteOncePod,"-	ReadWriteOncePod featuregate.Feature = "ReadWriteOncePod""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ServiceIPStaticSubrange,"+	ServiceIPStaticSubrange featuregate.Feature = "ServiceIPStaticSubrange""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSRDuration,"-	CSRDuration featuregate.Feature = "CSRDuration""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ServiceLBNodePortControl,"+	ServiceLBNodePortControl featuregate.Feature = "ServiceLBNodePortControl""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,KubeletInUserNamespace,"-	KubeletInUserNamespace featuregate.Feature = "KubeletInUserNamespace""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ServiceLoadBalancerClass,"+	ServiceLoadBalancerClass featuregate.Feature = "ServiceLoadBalancerClass""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,SizeMemoryBackedVolumes,"+	SizeMemoryBackedVolumes featuregate.Feature = "SizeMemoryBackedVolumes""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,MemoryQoS,"-	MemoryQoS featuregate.Feature = "MemoryQoS""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,StatefulSetAutoDeletePVC,"+	StatefulSetAutoDeletePVC featuregate.Feature = "StatefulSetAutoDeletePVC""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,StatefulSetMinReadySeconds,"+	StatefulSetMinReadySeconds featuregate.Feature = "StatefulSetMinReadySeconds""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CPUManagerPolicyOptions,"-	CPUManagerPolicyOptions featuregate.Feature = "CPUManagerPolicyOptions""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,StorageObjectInUseProtection,"+	StorageObjectInUseProtection featuregate.Feature = "StorageObjectInUseProtection""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ControllerManagerLeaderMigration,"-	ControllerManagerLeaderMigration featuregate.Feature = "ControllerManagerLeaderMigration""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CPUManagerPolicyAlphaOptions,"-	CPUManagerPolicyAlphaOptions featuregate.Feature = "CPUManagerPolicyAlphaOptions""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,SuspendJob,"+	SuspendJob featuregate.Feature = "SuspendJob""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CPUManagerPolicyBetaOptions,"-	CPUManagerPolicyBetaOptions featuregate.Feature = "CPUManagerPolicyBetaOptions""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,TTLAfterFinished,"+	TTLAfterFinished featuregate.Feature = "TTLAfterFinished""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,JobMutableNodeSchedulingDirectives,"-	JobMutableNodeSchedulingDirectives featuregate.Feature = "JobMutableNodeSchedulingDirectives""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,PodAndContainerStatsFromCRI,"-	PodAndContainerStatsFromCRI featuregate.Feature = "PodAndContainerStatsFromCRI""
