project	toggle	date
gitlab	i_ee_code_review_merge_request_widget_license_compliance_full_report_clicked	
gitlab	20210216181934_projects_mirrored_with_pipelines_enabled	
gitlab	g_project_management_epic_issue_moved_from_project	
gitlab	count_distinct_namespace_id_from_sd_enforced_by_active_sep_policy	
gitlab	i_code_review_merge_request_widget_status_checks_expand_failed	
gitlab	20210216175851_templates_github_active	
gitlab	i_testing_group_code_coverage_project_click_total	
gitlab	20210216175216_user_dependency_scanning_jobs	
gitlab	count_distinct_project_id_from_scan_execution_policy_triggered_for_default_branches	
gitlab	20210216175501_user_container_scanning_jobs	
gitlab	20210216182112_sast_jobs	
gitlab	20210607043902_user_container_scanning_scans	
gitlab	count_total_track_mr_creation_from_vr_in_mr_request	
gitlab	g_project_management_users_setting_epic_confidential	
gitlab	count_distinct_project_id_from_export_runner_usage_by_project_as_csv	
gitlab	20231211153800_enterprise_users	
gitlab	20250821112512_count_ai_catalog_public_flows	
gitlab	20210216183514_user_coverage_fuzzing_jobs	
gitlab	20210216182212_projects_reporting_ci_cd_back_to_github	
gitlab	count_total_create_custom_role	
gitlab	20250821114417_count_ai_catalog_private_flows	
gitlab	count_distinct_user_id_from_called_dependency_api_graphql	
gitlab	count_distinct_project_id_from_enforce_scheduled_scan_execution_policy_in_project	
gitlab	count_distinct_namespace_id_from_visit_vulnerability_report	
gitlab	20240402154430_projects_with_google_artifact_registry	
gitlab	count_distinct_namespace_id_from_create_text_custom_field	
gitlab	count_distinct_user_id_from_provision_project_runner_on_google_cloud	
gitlab	count_distinct_user_id_from_view_metrics_details_page	
gitlab	count_distinct_project_id_from_generate_id_token_for_secrets_manager_authentication	
gitlab	count_distinct_namespace_id_from_scans_enforced_by_active_sep_policy	
gitlab	count_distinct_user_id_from_called_vulnerability_api	
gitlab	count_distinct_user_id_from_visit_security_dashboard	
gitlab	count_distinct_property_from_request_review_duo_code_review_on_mr_by_author	
gitlab	count_distinct_namespace_id_from_scan_execution_policy_triggered_for_all_branches	
gitlab	count_total_trial_registration_failure	
gitlab	20210618124854_cluster_image_scanning_scans	
gitlab	count_distinct_namespace_id_from_create_custom_lifecycle	
gitlab	g_project_management_epic_destroyed	
gitlab	g_project_management_users_setting_epic_visible	
gitlab	20221114064311_allow_committer_approval_updated	
gitlab	count_distinct_user_id_from_called_dependency_api	
gitlab	count_total_update_model_selection_feature	
gitlab	20210216175034_requirements_with_test_report	
gitlab	20250227153834_projects_inheriting_amazon_q_active	
gitlab	count_distinct_user_id_from_view_group_security_attributes	
gitlab	g_analytics_issues	
gitlab	count_distinct_project_id_from_ds_enforced_by_active_sep_policy	
gitlab	count_distinct_user_id_from_visit_security_center	
gitlab	users_assigned_to_custom_admin_role	
gitlab	i_ee_code_review_merge_request_widget_license_compliance_view	
gitlab	count_total_leaked_tokens_unable_to_be_revoked_due_to_error	
gitlab	count_distinct_namespace_id_from_create_custom_status_in_group_settings	
gitlab	20250821114619_count_ai_catalog_public_agents	
gitlab	count_distinct_project_id_from_scan_execution_policy_triggered_for_all_branches	
gitlab	20210216175853_instances_github_active	
gitlab	g_project_management_issue_health_status_changed	
gitlab	count_total_pull_maven_package_file_through_virtual_registry_from_upstream	
gitlab	20210216180350_user_api_fuzzing_dnd_jobs	
gitlab	count_total_failed_workspaces_created	
gitlab	20240912053456_duo_seats_enterprise_assigned	
gitlab	20240117150651_groups_inheriting_git_guardian_active	
gitlab	count_distinct_namespace_id_from_visit_dependency_list	
gitlab	20210910141355_geo_node_usage	
gitlab	count_total_duo_enterprise_lead_creation_failure	
gitlab	count_distinct_project_id_from_request_review_duo_code_review_on_mr_by_author	
gitlab	count_distinct_user_id_from_i_quickactions_q	
gitlab	users_visiting_audit_events_pages	
gitlab	count_distinct_project_id_from_scans_enforced_by_active_sep_policy	
gitlab	g_project_management_users_creating_epic_notes	
gitlab	count_distinct_namespace_id_from_scan_execution_policy_triggered_for_custom_branches	
gitlab	i_quickactions_epic	
gitlab	value_streams_dashboard_views	
gitlab	count_total_render_duo_pro_lead_page	
gitlab	20210216174824_ldap_keys	
gitlab	count_total_skip_secret_push_protection	
gitlab	20210216183352_approval_project_rules_with_more_approvers_than_required	
gitlab	count_total_value_streams_dashboard_contributor_count_link_clicked	
gitlab	20210427212450_geo_secondary_web_oauth_users	
gitlab	20230228111556_enterprise_users_based_on_domain_verification	
gitlab	count_total_find_no_issues_duo_code_review_after_review	
gitlab	20210216175850_groups_github_active	
gitlab	count_distinct_project_id_from_called_vulnerability_api	
gitlab	20220809221938_i_code_review_merge_request_widget_status_checks_count_expand_success	
gitlab	20210216175855_projects_inheriting_github_active	
gitlab	count_distinct_namespace_id_from_create_multi_select_custom_field	
gitlab	count_total_new_workspace_button_clicks_by_workspace_page	
gitlab	count_distinct_namespace_id_from_sast_iac_enforced_by_active_sep_policy	
gitlab	count_distinct_project_id_from_sast_enforced_by_active_sep_policy	
gitlab	count_total_duo_pro_trial_registration_success	
gitlab	count_total_visit_dependency_list	
gitlab	count_total_projects_with_validity_checks_enabled	
gitlab	count_total_requested_comment_temperature	
gitlab	count_total_applied_any_merge_request_merge_request_approval_policies	
gitlab	i_search_advanced	
gitlab	count_total_view_metrics_page	
gitlab	20250624094802_count_groups_duo_availability_never_on	
gitlab	i_quickactions_iteration	
gitlab	count_total_code_suggestions_connection_details_rate_limit_exceeded	
gitlab	20250821105833_count_ai_catalog_flows_enabled_across_projects	
gitlab	i_code_review_merge_request_widget_status_checks_expand	
gitlab	20210216180803_value_stream_management_customized_group_stages	
gitlab	20240117150651_projects_inheriting_git_guardian_active	
gitlab	users_visiting_licenses	
gitlab	20250821114556_count_ai_catalog_private_agents	
gitlab	count_total_duo_pro_lead_creation_failure	
gitlab	count_distinct_namespace_id_from_vulnerability_changed	
gitlab	count_distinct_namespace_id_from_json_array_dependency_list_group_export	
gitlab	20210216175503_container_scanning_scans	
gitlab	20231123171230_projects_with_dependency_proxy_for_maven_packages	
gitlab	20210216182008_template_repositories	
gitlab	count_distinct_project_id_from_sast_iac_enforced_by_active_sep_policy	
gitlab	incident_management_incident_published	
gitlab	count_total_user_feedback_gitlab_duo_query_in_data_explorer_wrong	
gitlab	count_total_update_admin_custom_role	
gitlab	count_total_user_viewed_custom_dashboard	
gitlab	i_analytics_dev_ops_adoption	
gitlab	count_total_failed_devfile_validated_by_failed_devfile_restrictions	
gitlab	count_total_delete_ai_catalog_item	
gitlab	20210216182205_user_preferences_group_overview_security_dashboard	
gitlab	20221114065520_retain_approvals_on_push_updated	
gitlab	count_total_create_ai_self_hosted_model	
gitlab	20230502122452_analytics_dashboard_views	
gitlab	20210216182118_user_secret_detection_jobs	
gitlab	count_distinct_user_id_from_i_quickactions_q_fix	
gitlab	g_analytics_productivity	
gitlab	20250227153834_groups_inheriting_amazon_q_active	
gitlab	i_quickactions_health_status	
gitlab	count_total_mention_gitlabduo_in_mr_comment	
gitlab	g_project_management_users_setting_epic_start_date_as_fixed	
gitlab	count_distinct_namespace_id_from_applied_license_finding_merge_request_approval_policies	
gitlab	i_code_review_merge_request_widget_license_compliance_warning	
gitlab	20220119165410_merged_merge_requests_using_approval_rules_distinct	
gitlab	count_total_duo_enterprise_trial_registration_success	
gitlab	i_incident_management_oncall_notification_sent	
gitlab	count_distinct_user_id_from_value_streams_dashboard_contributor_count_link_clicked	
gitlab	count_distinct_namespace_id_from_called_dependency_api_json	
gitlab	count_requirements_with_controls	
gitlab	users_visiting_security_policies	
gitlab	i_ee_code_review_merge_request_widget_license_compliance_expand_warning	
gitlab	i_testing_metrics_report_artifact_uploaders	
gitlab	count_distinct_project_id_from_scan_execution_policy_triggered_for_protected_branches	
gitlab	count_total_render_root_cause_analysis	
gitlab	count_total_delete_ai_catalog_item_consumer	
gitlab	count_distinct_namespace_id_from_enforce_scheduled_sep_in_namespace_using_time_window	
gitlab	g_project_management_users_updating_fixed_epic_due_date	
gitlab	count_distinct_user_id_from_request_ask_help	
gitlab	count_distinct_namespace_id_from_scan_execution_policy_triggered_for_target_protected_branches	
gitlab	count_total_enforce_approval_policies_with_package_exceptions_in_project	
gitlab	users_visiting_compliance_pages	
gitlab	count_distinct_project_id_from_enforce_pipeline_execution_policy_in_project	
gitlab	count_total_attach_work_item_type_to_custom_lifecycle	
gitlab	20221114065635_set_runner_associated_projects	
gitlab	count_total_code_suggestions_direct_access_rate_limit_exceeded	
gitlab	20210216175206_merged_merge_requests_using_approval_rules	
gitlab	count_distinct_user_id_from_insights_merge_request_chart_item_clicked	
gitlab	epic_boards_usage_total_unique_counts	
gitlab	users_updating_workspaces	
gitlab	count_distinct_user_id_from_workspace_operations	
gitlab	p_analytics_code_reviews	
gitlab	count_total_view_admin_custom_roles_create_page	
gitlab	count_total_view_admin_code_suggestions_pageload	
gitlab	count_distinct_label_from_revoke_leaked_token_after_vulnerability_report_is_ingested	
gitlab	count_distinct_project_id_from_sd_enforced_by_active_sep_policy	
gitlab	p_analytics_issues	
gitlab	20210216175441_ingress_modsecurity_statistics_unavailable	
gitlab	count_distinct_namespace_id_from_export_runner_usage_by_project_as_csv	
gitlab	i_quickactions_page	
gitlab	g_sscs_compliance_control_status_fail_to_pass	
gitlab	count_total_update_ai_catalog_item	
gitlab	count_total_render_summarize_code_changes	
gitlab	20211130091657_groups_with_event_streaming_destinations	
gitlab	count_distinct_project_id_from_scan_execution_policy_triggered_for_custom_branches	
gitlab	count_distinct_user_id_from_create_ai_catalog_item	
gitlab	20210216181206_epics	
gitlab	count_distinct_user_id_from_user_viewed_builtin_dashboard	
gitlab	count_distinct_user_id_from_export_runner_usage_by_project_as_csv_for_group	
gitlab	count_distinct_value_from_check_merge_request_branch_exceptions_bypass	
gitlab	count_distinct_user_id_from_update_admin_custom_role	
gitlab	count_distinct_project_id_from_check_multiple_approval_actions_for_approval_policy	
gitlab	count_distinct_user_id_from_view_tracing_details_page	
gitlab	count_total_forced_high_temperature_commenting	
gitlab	count_distinct_project_id_from_request_review_duo_code_review_on_mr_by_non_author	
gitlab	20210216182019_projects_enforcing_code_owner_approval	
gitlab	count_distinct_user_id_from_view_admin_custom_roles_create_page	
gitlab	count_distinct_namespace_id_from_create_single_select_custom_field	
gitlab	20220808134533_i_code_review_merge_request_widget_metrics_count_expand_failed	
gitlab	20210216180801_ldap_users	
gitlab	count_total_delete_admin_custom_role	
gitlab	count_distinct_project_id_from_dast_enforced_by_active_sep_policy	
gitlab	20210216182032_approval_project_rules_with_target_branch	
gitlab	count_distinct_namespace_id_from_execute_job_pipeline_execution_policy	
gitlab	count_distinct_project_id_from_resolve_vulnerability	
gitlab	g_project_management_epic_cross_referenced	
gitlab	count_distinct_namespace_id_from_enforce_approval_policies_with_package_exceptions_in_project	
gitlab	20220111123023_users_clicking_license_testing_visiting_external_website	
gitlab	i_ee_code_review_merge_request_widget_license_compliance_expand_success	
gitlab	20230317173952_value_streams_dashboard	
gitlab	i_quickactions_remove_epic	
gitlab	20210201124936_geo_nodes	
gitlab	count_total_find_nothing_to_review_duo_code_review_on_mr	
gitlab	g_sscs_compliance_control_status_pass_to_fail	
gitlab	i_quickactions_promote	
gitlab	i_ecosystem_jira_service_create_issue	
gitlab	20240912053456_duo_seats_enterprise_purchased	
gitlab	users_visiting_pipeline_security	
gitlab	20210430081610_custom_compliance_frameworks	
gitlab	20220808134526_i_code_review_merge_request_widget_metrics_count_expand_warning	
gitlab	count_distinct_project_id_from_bypass_approvals_for_mr_approval_policy_when_policy_is_evaluated	
gitlab	g_project_management_users_setting_epic_start_date_as_inherited	
gitlab	20221114064518_allow_overrides_to_approver_list_per_merge_request_updated	
gitlab	count_distinct_namespace_id_from_scan_execution_policy_triggered_for_protected_branches	
gitlab	count_distinct_namespace_id_from_cs_enforced_by_active_sep_policy	
gitlab	20250821111756_count_ai_catalog_flows_enabled_across_groups	
gitlab	count_distinct_user_id_from_click_export_group_members_as_csv	
gitlab	20210810033334_user_cluster_image_scanning_scans	
gitlab	count_related_epic_links	
gitlab	count_epic_sync_mismatch_issue_hierarchy	
gitlab	20210216175213_dependency_scanning_jobs	
gitlab	20240117150651_groups_git_guardian_active	
gitlab	20210216182021_projects_with_sectional_code_owner_rules	
gitlab	count_total_detected_high_comment_temperature	
gitlab	20210622123800_compliance_frameworks_with_pipeline	
gitlab	20210607044126_user_api_fuzzing_scans	
gitlab	count_total_projects_using_multiple_compliance_frameworks	
gitlab	count_distinct_namespace_id_from_delete_custom_status_in_group_settings	
gitlab	count_distinct_project_id_from_track_mr_creation_from_vr	
gitlab	20210216180352_coverage_fuzzing_scans	
gitlab	20210216183339_merge_requests_with_overridden_project_rules	
gitlab	20210216174826_ldap_users	
gitlab	count_total_lead_creation_failure	
gitlab	count_total_workspaces_started	
gitlab	count_total_export_runner_usage_by_project_as_csv	
gitlab	i_testing_load_performance_widget_total	
gitlab	users_viewed_analytics_dashboard_list	
gitlab	20250624094802_count_projects_duo_features_enabled	
gitlab	count_total_resolve_vulnerability	
gitlab	20210216175328_kubernetes_agent_gitops_sync	
gitlab	count_total_filter_dependency_list_by_version	
gitlab	i_code_review_merge_request_widget_status_checks_expand_success	
gitlab	count_distinct_namespace_id_from_visit_security_dashboard	
gitlab	count_distinct_namespace_id_from_sync_csp_configuration	
gitlab	20210216175614_user_dast_jobs	
gitlab	g_analytics_ci_cd_change_failure_rate	
gitlab	count_total_detected_repeated_high_comment_temperature	
gitlab	count_distinct_namespace_id_from_cyclonedx_1_6_dependency_project_export	
gitlab	count_distinct_namespace_id_from_resolve_vulnerability	
gitlab	count_distinct_user_id_from_view_metrics_page	
gitlab	count_distinct_project_id_from_manually_create_vulnerability	
gitlab	count_total_view_metrics_details_page	
gitlab	p_analytics_insights	
gitlab	count_total_failed_workspaces_created_by_creation_failed	
gitlab	20210204124854_license_management_jobs	
gitlab	20210216180344_api_fuzzing_jobs	
gitlab	count_total_click_duo_enterprise_trial_billing_page	
gitlab	total_dependency_proxy_packages_maven_file_pulled_from_cache	
gitlab	count_distinct_project_id_from_export_runner_usage_by_project_as_csv_for_project	
gitlab	20210216183753_projects_incident_sla_enabled	
gitlab	count_distinct_project_id_from_enforce_approval_policies_with_package_exceptions_in_project	
gitlab	count_total_succeed_devfiles_validated	
gitlab	20221114065035_delete_merge_request	
gitlab	count_total_render_duo_pro_trial_page	
gitlab	g_project_management_users_updating_epic_board_names	
gitlab	count_distinct_project_id_from_any_merge_request_merge_request_approval_rule	
gitlab	compliance_unique_visits_for_any_target	
gitlab	count_distinct_user_id_from_i_quickactions_q_transform	
gitlab	count_distinct_user_id_from_view_project_security_attributes	
gitlab	count_distinct_namespace_id_from_revoke_leaked_token_after_vulnerability_report_is_ingested	
gitlab	count_total_click_root_cause_analysis	
gitlab	20210216182203_user_preferences_group_overview_details	
gitlab	20230216135203_enterprise_users_created_via_saml_or_scim	
gitlab	count_distinct_project_id_from_visit_vulnerability_report	
gitlab	count_distinct_project_id_from_unblock_approval_rule_using_scan_execution_policy	
gitlab	count_total_visit_vulnerability_report	
gitlab	count_total_request_review_duo_code_review_on_mr_by_non_author	
gitlab	count_total_user_viewed_builtin_dashboard	
gitlab	count_distinct_user_id_from_i_quickactions_q_test	
gitlab	20210607043957_user_secret_detection_scans	
gitlab	count_distinct_project_dast_jobs	
gitlab	count_total_manually_create_vulnerability	
gitlab	20220520175711_deployment_approvals	
gitlab	20240117150651_instances_git_guardian_active	
gitlab	20210216180800_ldap_keys	
gitlab	count_total_duo_pro_lead_creation_success	
gitlab	20220308155129_external_status_checks	
gitlab	count_distinct_user_id_from_delete_admin_custom_role	
gitlab	20220808134520_i_code_review_merge_request_widget_metrics_count_expand_success	
gitlab	count_total_user_viewed_dashboard	
gitlab	count_projects_with_compliance_framework_requirements_and_controls	
gitlab	count_distinct_project_id_from_security_policies_with_project_policy_scope	
gitlab	count_distinct_project_id_from_vulnerability_auto_resolution	
gitlab	count_distinct_user_id_from_update_ci_secret	
gitlab	count_distinct_project_sast_jobs	
gitlab	count_distinct_project_id_from_visit_security_dashboard	
gitlab	20210216181212_epics_deepest_relationship_level	
gitlab	20210216175028_requirements_created	
gitlab	20210216181920_projects_mirrored_with_pipelines_enabled	
gitlab	count_distinct_namespace_id_from_ds_enforced_by_active_sep_policy	
gitlab	g_project_management_issue_changed_epic	
gitlab	count_total_create_admin_custom_role	
gitlab	count_total_delete_custom_lifecycle	
gitlab	count_total_create_ai_catalog_item	
gitlab	20220308162514_projects_with_external_status_checks	
gitlab	i_quickactions_child_epic	
gitlab	users_visiting_vulnerability_management_pages	
gitlab	202409240534123_duo_seats_pro_assigned	
gitlab	count_total_enforce_scheduled_scan_execution_policy_in_project_using_time_window	
gitlab	count_total_unblock_approval_rule_using_scan_execution_policy	
gitlab	202409240534123_duo_seats_pro_purchased	
gitlab	count_distinct_namespace_id_from_scan_execution_policy_triggered_for_target_default_branches	
gitlab	count_distinct_namespace_id_from_update_custom_lifecycle	
gitlab	count_distinct_user_id_from_called_dependency_api_json	
gitlab	g_project_management_users_updating_epic_descriptions	
gitlab	i_quickactions_weight	
gitlab	count_distinct_user_id_from_i_quickactions_q_review	
gitlab	20210216175857_groups_inheriting_github_active	
gitlab	count_distinct_user_id_from_view_logs_page	
gitlab	count_total_leaked_tokens_unable_to_be_automatically_revoked_do_to_srs_communication_failure	
gitlab	count_total_click_summarize_code_changes	
gitlab	count_distinct_property_from_request_review_duo_code_review_on_mr_by_non_author	
gitlab	count_distinct_user_id_from_update_custom_role	
gitlab	count_distinct_project_id_from_called_dependency_api_graphql	
gitlab	count_distinct_user_id_from_code_suggestions_requested	
gitlab	count_total_export_pdf_security_dashboard	
gitlab	20221114065206_delete_work_item	
gitlab	20211130085433_g_manage_compliance_audit_event_destinations	
gitlab	count_total_insights_merge_request_chart_item_clicked	
gitlab	count_distinct_namespace_id_from_called_dependency_api_graphql	
gitlab	20210216180805_projects_with_compliance_framework	
gitlab	count_distinct_project_coverage_fuzzing_jobs	
gitlab	20250227153834_instances_amazon_q_active	
gitlab	g_project_management_users_setting_epic_due_date_as_inherited	
gitlab	20210216183149_dast_on_demand_pipelines	
gitlab	count_distinct_project_id_from_scan_execution_policy_triggered_for_target_protected_branches	
gitlab	count_total_trial_registration_success	
gitlab	20210216181959_projects_with_repositories_enabled	
gitlab	count_distinct_user_id_from_view_group_security_inventory	
gitlab	g_project_management_issue_added_to_epic	
gitlab	count_total_enable_ci_secrets_manager_for_project	
gitlab	i_ci_secrets_management_gcp_secret_manager_build_created	
gitlab	count_distinct_user_id_from_request_review_duo_code_review_on_mr_by_non_author	
gitlab	users_creating_workspaces	
gitlab	20220809221952_i_code_review_merge_request_widget_status_checks_count_expand_failed	
gitlab	count_distinct_project_id_from_track_mr_creation_from_vr_in_mr_request	
gitlab	count_total_update_custom_lifecycle	
gitlab	count_distinct_namespace_id_from_sast_enforced_by_active_sep_policy	
gitlab	count_total_lead_creation_success	
gitlab	count_distinct_project_id_from_security_policies_with_group_policy_scope	
gitlab	count_distinct_namespace_id_from_csv_dependency_list_project_export	
gitlab	20210216181208_epic_issues	
gitlab	20220927083001_distinct_count_project_id_from_security_orchestration_policy_configurations	
gitlab	count_total_enforce_scheduled_scan_execution_policy_in_project	
gitlab	count_total_react_thumbs_up_on_duo_code_review_comment	
gitlab	count_distinct_project_dependency_scanning_jobs	
gitlab	count_total_failed_workspaces_created_by_failed_params_validation	
gitlab	count_epic_sync_mismatch_related_links	
gitlab	20230207002924_member_roles	
gitlab	count_distinct_user_id_from_visit_dependency_list	
gitlab	count_distinct_namespace_id_from_sbom_dependency_pipeline_export	
gitlab	count_distinct_user_id_from_i_quickactions_status	
gitlab	20220111123203_users_visiting_testing_license_compliance_full_report	
gitlab	users_edited_cluster_configuration	
gitlab	20210216183146_coverage_fuzzing_jobs	
gitlab	20210216175051_merge_requests_with_required_codeowners	
gitlab	20210216181954_user_unique_users_all_secure_scanners	
gitlab	users_visiting_security_vulnerability_report	
gitlab	g_project_management_users_epic_issue_added_from_epic	
gitlab	count_total_react_thumbs_down_on_duo_code_review_comment	
gitlab	20220927083003_merge_requests_with_applied_scan_result_policies	
gitlab	count_distinct_user_id_from_user_viewed_dashboard	
gitlab	20240825000001_workspaces_agent_configs	
gitlab	20210216182023_projects_with_repositories_enabled	
gitlab	20210607044040_user_coverage_fuzzing_scans	
gitlab	issuable_resource_links_total_unique_counts	
gitlab	count_distinct_namespace_id_from_manually_create_vulnerability	
gitlab	count_total_new_workspace_button_clicks	
gitlab	count_distinct_user_id_from_react_thumbs_down_on_duo_code_review_comment	
gitlab	users_visiting_security_dashboard	
gitlab	20210216182114_secret_detection_jobs	
gitlab	20210216183344_users_using_path_locks	
gitlab	count_total_existing_workspaces_started	
gitlab	g_project_management_epic_blocked_removed	
gitlab	count_distinct_user_id_from_view_value_stream_analytics	
gitlab	20230202001639_users_with_custom_roles	
gitlab	i_code_review_merge_request_widget_metrics_expand_warning	
gitlab	20210216180504_status_page_incident_unpublishes	
gitlab	count_total_include_repository_xray_data_into_code_generation_prompt	
gitlab	20210216183346_users_using_lfs_locks	
gitlab	count_total_failed_devfile_validated_by_failed_devfile_yaml_parse	
gitlab	g_project_management_users_setting_epic_due_date_as_fixed	
gitlab	count_distinct_user_id_from_vulnerability_changed	
gitlab	20210216175540_projects_reporting_ci_cd_back_to_github	
gitlab	20210216174834_productivity_analytics_views	
gitlab	clusters_using_network_policies_ui	
gitlab	count_distinct_project_id_from_create_pages_extra_deployment	
gitlab	20210216184035_i_search_paid_monthly	
gitlab	20210216180348_user_api_fuzzing_jobs	
gitlab	20210216180807_ldap_servers	
gitlab	count_total_render_duo_enterprise_lead_page	
gitlab	20210216182030_approval_project_rules	
gitlab	g_project_management_epic_users_changing_labels	
gitlab	i_testing_metrics_report_widget_total	
gitlab	count_distinct_namespace_id_from_applied_scan_finding_merge_request_approval_policies	
gitlab	20221114064930_delete_issue	
gitlab	20210216181100_assignee_lists	
gitlab	count_total_value_streams_dashboard_median_time_to_merge_link_clicked	
gitlab	count_distinct_project_id_from_ci_repository_xray_artifact_created	
gitlab	20210216182116_user_sast_jobs	
gitlab	count_total_export_runner_usage_by_project_as_csv_on_instance	
gitlab	20210216175220_dependency_scanning_scans	
gitlab	users_creating_merge_requests_with_security_policies	
gitlab	count_distinct_user_id_from_react_thumbs_up_on_duo_code_review_comment	
gitlab	count_total_vulnerability_changed	
gitlab	20220407183012_count_distinct_user_id_from_deployment_approvals	
gitlab	20250227153834_projects_amazon_q_active	
gitlab	i_quickactions_parent_epic	
gitlab	20210216182120_sast_scans	
gitlab	g_geo_proxied_requests	
gitlab	count_total_duo_enterprise_trial_registration_failure	
gitlab	count_distinct_user_id_from_provision_group_runner_on_google_cloud	
gitlab	count_total_license_management_ci_builds	
gitlab	20210216181210_issues_with_health_status	
gitlab	count_total_dependency_proxy_packages_maven_file_pulled_from_cache_all	
gitlab	users_viewed_analytics_instrumentation_directions	
gitlab	20210607043109_user_dast_scans	
gitlab	count_distinct_project_id_from_revoke_leaked_token_after_vulnerability_report_is_ingested	
gitlab	count_total_detect_secret_type_on_push	
gitlab	count_distinct_user_id_from_mention_gitlabduo_in_mr_comment	
gitlab	20240117150651_projects_git_guardian_active	
gitlab	20210216180506_status_page_projects	
gitlab	g_project_management_issue_promoted_to_epic	
gitlab	20220809221931_i_code_review_merge_request_widget_status_checks_count_expand	
gitlab	count_distinct_user_id_from_view_admin_code_suggestions_pageload	
gitlab	g_project_management_epic_related_added	
gitlab	i_code_review_merge_request_widget_status_checks_expand_warning	
gitlab	count_total_new_workspaces_started	
gitlab	g_project_management_issue_weight_changed	
gitlab	count_distinct_user_id_from_click_metric_in_dashboard_table	
gitlab	count_distinct_namespace_id_from_called_vulnerability_api	
gitlab	incident_management_issuable_resource_link_deleted	
gitlab	20210216175848_projects_github_active	
gitlab	count_distinct_user_id_from_view_runner_fleet_dashboard_pageload_on_instance	
gitlab	analytics_dashboard_visits	
gitlab	i_code_review_mr_with_invalid_approvers	
gitlab	20210216175218_user_license_management_jobs	
gitlab	g_project_management_users_destroying_epic_notes	
gitlab	20230510152124_workspaces	
gitlab	20210216182027_total_number_of_path_locks	
gitlab	count_total_click_metric_in_dashboard_table	
gitlab	i_code_review_merge_request_widget_metrics_full_report_clicked	
gitlab	incident_management_issuable_resource_link_visited	
gitlab	count_total_use_get_group_enterprise_users_api	
gitlab	count_distinct_user_id_from_generate_id_token_for_secrets_manager_authentication	
gitlab	count_total_autoresolve_vulnerability_in_project_after_pipeline_run_if_policy_is_set	
gitlab	20210216182123_secret_detection_scans	
gitlab	count_total_request_review_duo_code_review_on_mr_by_author	
gitlab	20210216175047_merge_requests_with_added_rules	
gitlab	count_total_dependency_proxy_packages_maven_file_pulled_from_external_all	
gitlab	count_total_open_workspace_button_clicks	
gitlab	20250624094802_count_groups_duo_availability_default_on	
gitlab	20220809221916_i_code_review_merge_request_widget_status_checks_count_view	
gitlab	20210216180236_projects_jira_issuelist_active	
gitlab	20210216180346_api_fuzzing_dnd_jobs	
gitlab	count_total_user_feedback_gitlab_duo_query_in_data_explorer_unhelpful	
gitlab	count_distinct_project_id_from_check_branch_exceptions_bypass_settings_for_approval_policy	
gitlab	users_viewed_analytics_cluster_configuration	
gitlab	g_project_management_users_updating_epic_notes	
gitlab	20210216181132_assignee_lists	
gitlab	count_distinct_user_id_from_encounter_duo_code_review_error_during_review	
gitlab	20210216175030_requirement_test_reports_manual	
gitlab	20210216181137_milestone_lists	
gitlab	count_distinct_namespace_id_from_called_dependency_api	
gitlab	count_total_view_tracing_details_page	
gitlab	count_total_delete_custom_role	
gitlab	p_analytics_merge_request	
gitlab	count_distinct_user_id_from_resolve_vulnerability	
gitlab	20220927083004_count_distinct_project_id_from_scan_finding_approval_project_rules	
gitlab	count_total_view_logs_page	
gitlab	20210216175049_merge_requests_with_optional_codeowners	
gitlab	click_metric_in_dashboard_table	
gitlab	provision_project_runner_on_google_cloud	
gitlab	g_project_management_users_updating_epic_titles	
gitlab	g_project_management_issue_removed_from_epic	
gitlab	g_project_management_epic_reopened	
gitlab	20210915205131_default_copy_yarn_install_command	
gitlab	troubleshoot_job	
gitlab	encounter_duo_code_review_error_during_review	
gitlab	click_new_workspace_button	
gitlab	g_project_management_users_updating_fixed_epic_start_date	
gitlab	duo_enterprise_trial_registration_failure	
gitlab	click_dismiss_button_on_trial_widget	
gitlab	render_duo_enterprise_trial_page	
gitlab	provision_group_runner_on_google_cloud	
gitlab	vulnerability_changed	
gitlab	check_merge_request_branch_exceptions_bypass	
gitlab	click_learn_more_links_in_get_started	
gitlab	render_duo_pro_lead_page	
gitlab	security_policy_yaml_annotated	
gitlab	lead_creation_success	
gitlab	click_root_cause_analysis	
gitlab	20210915205139_packages_cancel_delete_package	
gitlab	g_project_management_epic_issue_removed	
gitlab	create_custom_field_in_group_settings	
gitlab	view_group_security_attributes	
gitlab	delete_ai_self_hosted_model	
gitlab	update_admin_custom_role	
gitlab	telesign_sms_delivery_success	
gitlab	execute_job_scheduled_pipeline_execution_policy	
gitlab	202108302307_api__releases_get_release	
gitlab	g_project_management_users_updating_epic_parent	
gitlab	user_viewed_dashboard_list	
gitlab	pull_maven_package_file_through_virtual_registry	
gitlab	import_project	
gitlab	update_ci_secret	
gitlab	g_compliance_dashboard	
gitlab	click_explore_link_on_duo_core_banner	
gitlab	202111041910_admin__audit_logs_controller_search_audit_event	
gitlab	g_project_management_epic_issue_added	
gitlab	detect_secret_type_on_push	
gitlab	20210915205124_default_copy_maven_setup_xml	
gitlab	create_ai_catalog_item_consumer	
gitlab	20210915205213_default_click_button	
gitlab	collect_dast_scan_form_metrics_from_pipeline	
gitlab	click_upgrade_link_on_trial_widget	
gitlab	20211215022206_default_toggle_swimlanes_click_button	
gitlab	insights_issue_chart_item_clicked	
